batch,intent,question,faq_coverage,faq_source,source_url,find_in_source_ctrlF,faq_note,origin,seed_id,source_ref
Batch 1,senate_list_status,Can new names be added to the Senate list while registration is still going on?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Senate,"Verify name appears on Senate/Academic Board Approved Result list before registering; if missing, contact institution directly.",original,S-0150,
Batch 1,senate_list_status,Can I register if my name is on the graduation list but I cannot find it on the Senate list?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Senate,"Verify name appears on Senate/Academic Board Approved Result list before registering; if missing, contact institution directly.",original,S-0033,
Batch 1,exemption_certificate,I graduated in 2019 at age 28 and I am now 30; why is my exemption letter being processed?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Exemption Certificate,Nigeria-trained: collect from institution; corrections only allowed within 3 months of online registration date. Foreign-trained: come to NYSC HQ with original documents for clearance and collection.,original,S-0152,
Batch 1,callup_number_delay,How long does it take before one gets the call-up number after registration?,Not covered,-,,,No troubleshooting guidance found for call-up number delay.,original,S-0014,
Batch 1,posting_influence,I registered but the option to choose states to be deployed to did not show. What can I do?,Not covered,-,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Concessional,Only official override is concessional posting: marital ground (posting to husband's state) or health ground -- not general state choice.,original,S-0154,
Batch 1,jamb_regularization,Is JAMB regularization compulsory before registering for NYSC?,Not covered,-,,,Not addressed.,original,S-0155,
Batch 1,callup_number_delay,Does NYSC still issue call-up numbers since it adopted online registration?,Not covered,-,,,No troubleshooting guidance found for call-up number delay.,original,S-0156,
Batch 1,portal_open_registration_window,What time will the NYSC portal open for registration?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Mobilization Time Table,Timetable for registration windows published at nysc.gov.ng/mobtable.html.,original,S-0157,
Batch 1,ppa_type_non_teaching,Is it possible not to teach during my NYSC service year?,Not covered,-,,,Not addressed.,original,S-0158,
Batch 1,stream_assignment,How are people selected for Stream 1 and Stream 2?,Not covered,-,,,No explanation of Stream 1 vs Stream 2 selection logic.,original,S-0159,
Batch 1,camp_items_allowed,Can I take my laptop to camp if I am posted to a faraway state?,Not covered,-,,,Not addressed.,original,S-0160,
Batch 1,camp_items_allowed,Are laptops and other electronics allowed inside NYSC camp?,Not covered,-,,,Not addressed.,original,S-0013,
Batch 1,camp_items_allowed,Can I send my laptop to my accommodation before camp ends?,Not covered,-,,,Not addressed.,original,S-0160,
Batch 1,logistics_arrival_timing,Can I report to camp two days after the date on my call-up letter?,Not covered,-,,,Not addressed.,original,S-0163,
Batch 1,logistics_arrival_timing,Are there repercussions for arriving at camp late?,Not covered,-,,,Not addressed.,original,S-0163,
Batch 1,logistics_arrival_timing,Can I go to camp a day before the official resumption date?,Not covered,-,,,Not addressed.,original,S-0165,
Batch 1,docs_required_at_camp,Do I need to take the original copy of my certificate to camp?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,original,Foreign graduates: bring all original uploaded documents + translated certificate. Medical graduates: bring practice license. Failure leads to registration cancellation and no PPA posting.,original,S-0066,
Batch 1,docs_required_at_camp,"I have no statement of result, only my B.Eng certificate. Can I use it at camp?",Covered,PDF,,,Not addressed.,original,S-0066,
Batch 1,relocation_general_process,Is Yobe an automatic redeployment state?,Partial,PDF,,,Not addressed.,original,S-0022,
Batch 1,relocation_general_process,How can I redeploy from Yobe without spending money?,Partial,PDF,,,Not addressed.,original,S-0022,
Batch 1,ppa_rejection_reposting,I was redeployed to Lagos and my PPA rejected me; can I still do my monthly clearance?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Camp Reposting,"'Printing of Place of Primary Assignment Letter after Camp Reposting' is listed as an available self-service, but the underlying process isn't detailed.",original,S-0133,
Batch 1,ppa_rejection_reposting,Can I do my monthly thumbprint while waiting for reposting?,Not covered,-,,,No PPA-change procedure described in these sources.,original,S-0133,
Batch 1,ppa_rejection_reposting,"If my PPA rejects me, where should I go for my monthly clearance?",Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Camp Reposting,"'Printing of Place of Primary Assignment Letter after Camp Reposting' is listed as an available self-service, but the underlying process isn't detailed.",original,S-0133,
Batch 1,posting_influence,Can I be posted to IITA for my PPA as an agricultural student?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-0044,
Batch 1,posting_influence,Can someone work at IITA as a corps member?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-0044,
Batch 1,age_eligibility,Can I go for service next year if I am currently 29?,Not covered,-,,,No age-eligibility rule stated in these specific FAQ sources.,original,S-0042,
Batch 1,age_eligibility,How does NYSC calculate age for mobilisation?,Covered,PDF/MOBREG,,,Not addressed.,original,S-0174,
Batch 1,exemption_certificate,When does NYSC usually issue exemption certificates?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Exemption Certificate,Nigeria-trained: collect from institution; corrections only allowed within 3 months of online registration date. Foreign-trained: come to NYSC HQ with original documents for clearance and collection.,original,S-0175,
Batch 1,posting_influence,Can I use a request letter to get posted to a particular organisation?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-0176,
Batch 1,posting_influence,Can I work at a company I already have in mind for my PPA?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-1417,
Batch 1,posting_influence,Will NYSC post me to my requested PPA if I submit a request letter?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-0176,
Batch 1,ppa_type_non_teaching,Do most corps members get posted to schools?,Not covered,-,,,Not addressed.,original,S-0179,
Batch 1,ppa_type_non_teaching,Can I get a PPA outside teaching if I don't want to teach?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-0180,
Batch 1,ppa_accommodation,Does my PPA have to provide transportation from camp?,Not covered,-,,,Not addressed.,original,S-0181,
Batch 1,reporting_deadline_after_camp,Should I go home immediately after leaving orientation camp?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,,Not addressed.,original,S-0182,
Batch 1,reporting_deadline_after_camp,Where should I report first after receiving my posting letter?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,,Not addressed.,original,S-0183,
Batch 1,monthly_clearance,What happens if I don't complete my local government clearance before going home?,Not covered,-,,,Not addressed.,original,S-0184,
Batch 1,allowance_payment_issue,Will failing to complete clearance affect my subsequent monthly allowance?,Not covered,-,,,Not addressed.,original,S-0185,
Batch 1,medical_fitness_report,"Must HCV, meningitis vaccination and age appear on the medical fitness report?",Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Health Ground,For health-ground concessional deployment: upload medical report from a Federal or State General Hospital plus doctor's details.,original,S-0186,
Batch 1,disability_accommodation,"Can someone with a one-leg disability go for NYSC, and how will they cope with the training and camp struggles?",Not covered,-,,,No disability-specific accommodation policy found.,original,S-0187,
Batch 1,docs_required_at_camp,Is the school ID card compulsory during NYSC camp registration?,Covered,PDF,,,Not addressed.,original,S-0188,
Batch 1,callup_number_delay,I did NYSC registration yesterday but I am yet to see my call-up number. What should I do?,Not covered,-,,,No troubleshooting guidance found for call-up number delay.,original,S-0014,
Batch 1,ppa_rejection_reposting,"I was redeployed to Lagos, my PPA rejected me, and I have not been reposted. Can I still do my monthly clearance?",Not covered,-,,,No PPA-change procedure described in these sources.,original,S-0133,
Batch 1,batch_stream_timing,When is Batch C Stream 2?,Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,original,S-0072,
Batch 1,stream_assignment,"If NYSC deploys someone in Batch C Stream 1 and they don't go, can they go with Stream 2?",Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,original,S-0192,
Batch 1,stream_assignment,"My dashboard says 'sorry you're not in this stream, you'd be notified when your call is out.' What does it mean?",Not covered,-,,,No explanation of Stream 1 vs Stream 2 selection logic.,original,S-0193,
Batch 1,docs_required_at_camp,Do I need to take the original copy of my certificate to camp if I don't have a statement of result?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,original,Foreign graduates: bring all original uploaded documents + translated certificate. Medical graduates: bring practice license. Failure leads to registration cancellation and no PPA posting.,original,S-0066,
Batch 1,callup_letter_access,I'm yet to see my call-up letter in my dashboard. What should I do?,Not covered,-,,,No troubleshooting guidance found for call-up number delay.,original,S-0195,
